book_name,authors,rating,publish_year,publish_month,publish_day,publisher,num_reviews,num_pages
Divas Las Vegas,Belinda Jones,3.72,2001,29,3,Arrow,49,480
I Sing the Body Electric! & Other Stories,Ray Bradbury,4.06,1998,1,5,William Morrow Paperbacks,192,336
The Stone Angel,Margaret Laurence,3.72,1993,15,6,University of Chicago Press,21,318
"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",Christopher Moore,3.82,2008,28,10,William Morrow,2570,306
The Sunbird,Wilbur Smith,3.98,2002,15,12,St. Martin's Paperbacks,133,615
The First 90 Days: Critical Success Strategies for New Leaders at All Levels,Michael D. Watkins,3.85,2003,1,11,Harvard Business Review Press,186,272
"The Murder on the Links (Hercule Poirot, #2)",Agatha Christie,3.84,2001,4,6,HarperCollins Publishers,225,320
The Wal-Mart Effect: How the World's Most Powerful Company Really Works - and How It's Transforming the American Economy,Charles Fishman,3.83,2006,26,12,Penguin Books,323,352
"The Templar Legacy (Cotton Malone, #1)",Steve Berry,3.82,2006,21,2,Ballantine Books,1754,511
Soul on Ice,Eldridge Cleaver,3.98,1999,12,1,Delta,285,242
What to Eat,Marion Nestle,4.03,2006,2,5,North Point Press,35,611
Joy of Cooking,Irma S. Rombauer,4.13,2006,31,10,Scribner,124,1152
The Best and the Brightest,David Halberstam,4.28,2001,4,9,Modern Library,8,816
The Breaks of the Game,David Halberstam,4.18,1983,12,2,Ballantine Books,221,467
The Teammates: A Portrait of a Friendship,David Halberstam,4.02,2004,5,5,Hachette Books,252,224
Music for Torching,A.M. Homes,3.7,2000,5,4,Harper Perennial,300,368
Métaphysique des tubes,Amélie Nothomb,3.88,2004,10,1,Le Livre de Poche,195,156
Animus,Seonna Hong,4.31,2005,15,10,Baby Tattoo Books,16,34
Report to Greco,Nikos Kazantzakis,4.32,1975,1,8,Touchstone Books,94,611
A Season on the Brink: A Year with Bob Knight and the Indiana Hoosiers,John Feinstein,4.12,1989,15,11,Simon & Schuster,126,337
Infinite Jest,David Foster Wallace,4.29,2006,13,11,Back Bay Books,1030,1079
The Theater and Its Double,Antonin Artaud,4.16,1994,7,1,Grove Press,73,176
The Decline and Fall of Practically Everybody: Great Figures of History Hilariously Humbled,Will Cuppy,3.99,1992,30,4,Barnes  Noble,136,240
The Life of Insects,Victor Pelevin,3.86,1999,19,4,Faber & Faber,65,176
Rosemary's Baby,Ira Levin,4.0,2005,25,10,Caedmon,19,6
The Last Town on Earth,Thomas Mullen,3.62,2006,29,8,Random House (NY),833,387
The Heart of Christianity: Rediscovering a Life of Faith,Marcus J. Borg,4.19,2015,21,7,HarperOne,260,234
The Thin Place,Kathryn Davis,3.29,2007,1,2,Back Bay Books,279,291
The Shawl,Cynthia Ozick,3.88,1990,29,8,Vintage,308,74
Averno,Louise Glück,4.18,2007,6,2,"Farrar, Straus and Giroux",167,79
Dark Places,Jon Evans,3.8,2004,25,5,HarperCollins,17,326
32 Stories: The Complete Optic Nerve Mini-Comics,Adrian Tomine,3.96,1998,1,2,Drawn and Quarterly,109,96
Sleepwalk and Other Stories,Adrian Tomine,4.01,2004,1,6,Drawn and Quarterly,193,102
Summer Blonde,Adrian Tomine,3.89,2003,1,6,Drawn and Quarterly,309,132
A Natural History of the Senses,Diane Ackerman,4.16,1991,10,9,Vintage,621,352
Paula,Isabel Allende,4.12,1995,1,5,HarperCollins Publishers,13,330
"For Love of Evil (Incarnations of Immortality, #6)",Piers Anthony,4.11,1990,1,2,Avon Books,214,330
Forward the Foundation (Foundation: Prequel #2),Isaac Asimov,4.16,1994,1,2,Bantam/Spectra,636,464
Foundation's Edge (Foundation #4),Isaac Asimov,4.13,2010,31,12,Bantam/Spectra,931,450
The Demolished Man,Alfred Bester,3.99,1999,8,7,Millennium,917,250
"The Sins of the Fathers (Matthew Scudder, #1)",Lawrence Block,3.87,2002,30,4,Avon,37,291
The October Country,Ray Bradbury,4.15,1985,12,4,Del Rey,4,0
"The Sword of Shannara (Shannara, #1)",Terry Brooks,3.76,1983,12,7,Turtleback Books,17,736
Borders of Infinity (Vorkosigan Saga [Publication] #5.1-5.3),Lois McMaster Bujold,4.24,1999,1,9,Pocket Books,218,311
"Cetaganda (Vorkosigan Saga, #9)",Lois McMaster Bujold,4.17,1996,1,10,Baen,511,302
The Songlines,Bruce Chatwin,3.98,1988,1,6,Penguin,437,304
Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,4.1,2001,16,10,Harper Business,3935,300
100 Selected Poems,E.E. Cummings,4.31,1994,10,1,Grove Press,447,121
Peace Like a River,Leif Enger,4.0,2001,2,8,Atlantic Monthly Press,132,311
Hornblower and the Atropos,C.S. Forester,4.21,1985,30,4,Back Bay Books,197,342
Lieutenant Hornblower,C.S. Forester,4.28,1998,16,11,Back Bay Books,308,320
Lord Hornblower,C.S. Forester,4.09,1989,2,11,Back Bay Books,152,293
"In the Presence of the Enemy (Inspector Lynley, #8)",Elizabeth  George,4.1,1997,5,5,Bantam Books,348,656
Ellen Foster,Kaye Gibbons,3.78,1988,12,4,Vintage Books USA,5,126
"Pattern Recognition (Blue Ant, #1)",William Gibson,3.87,2004,3,2,Berkley Books,34,356
Wait Till Next Year,Doris Kearns Goodwin,4.05,1998,2,6,Simon  Schuster,796,272
"Plainsong (Plainsong, #1)",Kent Haruf,4.02,2000,22,8,Vintage,4336,301
"Across the Nightingale Floor (Tales of the Otori, #1)",Lian Hearn,4.06,2002,1,1,Riverhead Books,1477,305
"Stones from the River (Burgdorf Cycle, #1)",Ursula Hegi,4.09,1995,1,3,Scribner Paperback Fiction,1898,525
"The Adventures of Tintin, Vol. 2: The Broken Ear / The Black Island / King Ottokar's Sceptre (Tintin, #6-8)",Hergé,4.24,1994,2,5,"Little, Brown Books for Young Readers",63,192
"The Adventures of Tintin, Vol. 3: The Crab With the Golden Claws / The Shooting Star / The Secret of the Unicorn (Tintin, #9-11)",Hergé,4.31,1994,2,5,"Little, Brown Books for Young Readers",47,192
"The Adventures of Tintin, Vol. 1: Tintin in America / Cigars of the Pharaoh / The Blue Lotus (Tintin, #3-5)",Hergé,4.14,1994,2,5,"Little, Brown Books for Young Readers",158,192
The Kite Runner,Khaled Hosseini,4.3,2003,2,6,Riverhead Books,271,324
"The Game (Mary Russell, #7)",Laurie R. King,4.17,2004,2,3,Bantam,591,400
"The Moor (Mary Russell and Sherlock Holmes, #4)",Laurie R. King,3.95,1999,5,1,Bantam Books,23,400
"O Jerusalem (Mary Russell and Sherlock Holmes, #5)",Laurie R. King,4.15,2000,28,6,Bantam Books,677,425
"Pigs in Heaven (Greer Family, #2)",Barbara Kingsolver,3.98,2003,25,11,Harper Perennial,143,354
"Many Waters (Time, #4)",Madeleine L'Engle,3.99,1987,1,8,Yearling,56,310
I Know This Much Is True,Wally Lamb,4.18,1998,14,6,Regan Books/HarperCollins Publishers,202,897
Diet for a Small Planet,Frances Moore Lappé,3.96,1985,12,5,Ballantine Books,3,528
The Far Side Gallery,Gary Larson,4.44,1984,1,10,Andrews McMeel Publishing,200,192
The Book of Atrix Wolfe,Patricia A. McKillip,3.99,1996,1,9,Ace,176,247
"The Riddle-Master of Hed (Riddle-Master, #1)",Patricia A. McKillip,4.01,1978,12,1,Del Rey Books,25,228
The Seven-Percent Solution (Nicholas Meyer Holmes Pastiches #1),Nicholas Meyer,4.14,1993,17,9,W.W. Norton & Company,238,224
"Master and Commander (Aubrey & Maturin, #1)",Patrick O'Brian,4.1,1990,17,8,W. W. Norton  Company,2452,464
Object Lessons,Anna Quindlen,3.83,1992,22,3,Ivy Books,248,323
"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,3.85,1993,1,10,Spectra Books,2673,572
"Gilead (Gilead, #1)",Marilynne Robinson,3.85,2004,28,10,"Farrar, Straus and Giroux",194,247
"Raise High the Roof Beam, Carpenters and Seymour: An Introduction",J.D. Salinger,4.12,1991,1,5,"Little, Brown and Company",84,213
Worldchanging: A User's Guide for the 21st Century,Alex Steffen,4.02,2006,1,11,Harry N. Abrams,59,600
The Diamond Age,Neal Stephenson,4.19,1996,1,2,Spectra Books,102,499
"Some Buried Caesar (Nero Wolfe, #6)",Rex Stout,4.17,1990,1,2,Crimeline,258,288
"The Daughter of Time (Inspector Alan Grant, #5)",Josephine Tey,3.93,1995,29,11,Scribner,2367,206
"A Shilling for Candles (Inspector Alan Grant, #2)",Josephine Tey,3.98,1998,15,2,Touchstone,260,240
"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,4.14,2010,31,8,Tor Science Fiction,1986,613
"The Book of the Dun Cow (Chauntecleer the Rooster, #1)",Walter Wangerin Jr.,4.03,2003,14,8,HarperOne,389,256
"Empire From the Ashes (Dahak, #1-3)",David Weber,4.37,2003,25,2,Baen Books,57,774
"The Honor of the Queen (Honor Harrington, #2)",David Weber,4.22,2001,27,2,Baen Books,467,422
"The Short Victorious War (Honor Harrington, #3)",David Weber,4.18,1994,1,4,Baen,309,376
"Echoes of Honor (Honor Harrington, #8)",David Weber,4.23,1999,1,10,Baen,220,718
"Ashes of Victory (Honor Harrington, #9)",David Weber,4.17,2001,1,3,Baen,209,672
"War of Honor (Honor Harrington, #10)",David Weber,4.12,2002,30,9,Baen,200,869
"The Shadow of Saganami (Honorverse: Saganami Island, #1)",David Weber,4.15,2004,26,10,Baen,71,755
"We Few (Empire of Man, #4)",David Weber,4.2,2006,1,9,Baen,137,576
"To Say Nothing of the Dog (Oxford Time Travel, #2)",Connie Willis,4.13,1998,1,12,Bantam Books,3233,512
"Publish & Perish (Ben Reese, #1)",Sally Wright,3.5,1997,16,1,Multnomah,6,300
The Days of Abandonment,Elena Ferrante,3.86,2005,1,9,Europa Editions,1599,188
A Good Man in Africa,William  Boyd,3.85,2003,14,1,Vintage,164,352
Yerma,Federico García Lorca,3.85,2007,20,2,Bloomsbury Methuen Drama,157,208
Lancelot,Walker Percy,3.73,1999,4,9,Picador,151,257
The Language of Baklava: A Memoir,Diana Abu-Jaber,3.94,2006,14,3,Anchor Books,33,330
The Necklace and Other Short Stories,Guy de Maupassant,3.96,1992,5,2,Dover Publications,241,128
"Ramona the Pest (Ramona, #2)",Beverly Cleary,4.06,2000,8,6,Oxford University Press,1086,192
"The Killing Game (Eve Duncan, #2)",Iris Johansen,4.19,2000,2,5,Bantam,429,355
The Manchurian Candidate,Greil Marcus,3.59,2002,26,9,British Film Institute,7,96
"Sex with Kings: 500 Years of Adultery, Power, Rivalry, and Revenge",Eleanor Herman,3.69,2005,5,4,William Morrow Paperbacks,665,304
The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,4.28,2007,1,2,Nelson Books,4497,229
The Bread of Those Early Years,Heinrich Böll,3.54,1994,12,10,Northwestern University Press,16,134
False Impression,Jeffrey Archer,3.77,2006,28,11,St. Martin's Press,753,538
The Fourth Estate,Jeffrey Archer,3.77,1997,1,7,HarperPaperbacks,298,742
A Twist in the Tale,Jeffrey Archer,3.87,2004,28,12,St. Martin's Paperbacks,256,320
"Not a Penny More, Not a Penny Less",Jeffrey Archer,4.02,2004,16,5,St. Martin's Paperbacks,1009,305
"Kane and Abel (Kane and Abel, #1)",Jeffrey Archer,4.3,2004,13,3,St. Martin's Paperbacks,3050,592
"The Prodigal Daughter (Kane & Abel, #2)",Jeffrey Archer,3.95,2004,16,5,St. Martin's Paperbacks,678,496
"Shall We Tell the President? (Kane & Abel, #3)",Jeffrey Archer,3.75,1983,12,2,Fawcett,467,228
Zoom,Istvan Banyai,4.3,1998,1,7,Puffin Books,419,64
A Matter of Honor,Jeffrey Archer,3.93,1993,15,12,HarperTorch,4,360
Snow in August,Pete Hamill,3.92,1999,1,10,Grand Central Publishing,596,384
The Happy Prince,Oscar Wilde,4.23,1995,1,1,Dutton Books,574,32
Aztec,Gary Jennings,4.22,2007,11,11,Forge,17,1042
Tai Pan,James Clavell,4.28,1999,1,7,Hodder & Stoughton,12,679
"Roses are Red (Alex Cross, #6)",James Patterson,4.04,2001,1,10,Warner Vision,1140,416
"Violets Are Blue (Alex Cross, #7)",James Patterson,3.96,2002,1,10,Grand Central Publishing,1022,391
The Measure of a Man: A Spiritual Autobiography,Sidney Poitier,3.72,2007,26,1,HarperOne,6,255
"Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)",Brian K. Vaughan,4.21,2006,22,11,Vertigo,415,144
"Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)",Brian K. Vaughan,4.23,2006,1,5,Vertigo,383,144
Through a Glass Darkly (Tamworth Saga #2),Karleen Koen,3.96,2003,1,5,Sourcebooks Landmark,705,674
The Eck-Vidya: Ancient Science of Prophecy,Paul Twitchell,4.24,1997,1,7,Eckankar,2,214
"Moomin: The Complete Tove Jansson Comic Strip, Vol. 1",Tove Jansson,4.35,2006,14,11,Drawn and Quarterly,234,95
Five Plays: Ivanov / The Seagull / Uncle Vanya / The Three Sisters / The Cherry Orchard,Anton Chekhov,4.18,1998,9,7,"Oxford University Press, USA",66,336
Mary and O'Neil,Justin Cronin,3.89,2002,29,1,Dial Press Trade Paperback,312,256
The Summer Guest,Justin Cronin,3.97,2005,31,5,Dial Press,604,369
Technopoly: The Surrender of Culture to Technology,Neil Postman,3.9,1993,31,3,Vintage,274,222
Magical Thinking: True Stories,Augusten Burroughs,3.98,2005,1,10,Picador USA,1546,304
Clumsy,Jeffrey Brown,3.77,2003,4,5,Top Shelf Productions,314,224
In Patagonia,Bruce Chatwin,3.71,2003,25,3,Penguin Classics,622,199
"The Rising Sun: The Decline & Fall of the Japanese Empire, 1936-45",John  Toland,4.24,2003,27,5,Modern Library,178,976
El Maestro y Margarita,Mikhail Bulgakov,4.3,2004,1,10,Lectorum,2,412
Coming Through Slaughter,Michael Ondaatje,3.9,1996,19,3,Vintage,413,156
Kieslowski on Kieslowski,Krzysztof Kieślowski,4.27,1994,7,11,Faber  Faber,25,268
Decalogue: The Ten Commandments,Krzysztof Kieślowski,4.05,1991,22,4,Faber  Faber,2,318
Vertigo: The Making of a Hitchcock Classic,Dan Auiler,4.01,2000,19,8,St. Martin's Griffin,12,240
Doubt: A History,Jennifer Michael Hecht,4.07,2004,7,9,HarperOne,221,576
Blade Runner: ¿Sueñan los androides con ovejas eléctricas?,Philip K. Dick,4.09,1997,1,2,Edhasa,28,262
Bernice Bobs Her Hair,F. Scott Fitzgerald,3.98,2004,17,6,Kessinger Publishing,141,48
The Holy Terrors,Jean Cocteau,3.77,1966,1,6,New Directions Publishing Corporation (NY),135,192
Discipline and Punish: The Birth of the Prison,Michel Foucault,4.22,1995,25,4,Vintage,655,352
Power,Michel Foucault,4.32,2002,31,1,Penguin Books,2,484
On the Genealogy of Morals,Friedrich Nietzsche,4.12,1999,25,2,"Oxford University Press, USA",297,208
When the Tripods Came,John Christopher,3.79,2003,1,4,Simon Pulse,169,160
Four Major Plays: A Doll's House / Ghosts / Hedda Gabler / The Master Builder,Henrik Ibsen,4.13,1998,9,7,Oxford University Press,90,370
Me & Emma,Elizabeth Flock,3.91,2006,28,2,Mira Books,1656,296
Smashed: Story of a Drunken Girlhood,Koren Zailckas,3.51,2006,31,1,Penguin Books,1176,342
American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer,Kai Bird,4.17,2007,18,12,Vintage Books,655,725
Prometheus Bound,Aeschylus,3.95,2004,17,6,Kessinger Publishing,3,52
The Doctor's Wife,Sawako Ariyoshi,3.77,2004,6,2,Kodansha,36,174
The Thin Man,Dashiell Hammett,3.95,1989,17,7,Vintage Crime/Black Lizard,1666,201
Turning Angel (Penn Cage #2),Greg Iles,4.12,2006,21,11,Pocket Books,1137,672
Blood Memory,Greg Iles,4.12,2005,1,12,Pocket Star,801,800
"Otherwise Known as Sheila the Great (Fudge, #2)",Judy Blume,3.95,2007,5,4,Puffin Books,630,160
"Double Fudge (Fudge, #5)",Judy Blume,3.98,2007,5,4,Puffin Books,669,224
"Superfudge (Fudge, #3)",Judy Blume,3.99,2007,5,4,Puffin Books,1256,192
"The Vile Village (A Series of Unfortunate Events, #7)",Lemony Snicket,3.96,2003,1,3,Egmont Books Ltd,44,256
"The Fifth Sacred Thing (Maya Greenwood, #1)",Starhawk,4.24,1994,1,6,Bantam,488,486
"The Traveler (Fourth Realm, #1)",John Twelve Hawks,3.83,2006,18,7,Vintage,790,464
Everything That Rises: A Book of Convergences,Lawrence Weschler,4.1,2006,17,1,McSweeney's,45,200
In This House of Brede,Rumer Godden,4.33,2005,1,2,Loyola Classics,468,672
"Dude, Where's My Country?",Michael Moore,3.41,2004,1,8,Grand Central Publishing,303,272
Infidel,Ayaan Hirsi Ali,4.21,2007,1,2,Free Press,5763,353
Le Petit Nicolas,René Goscinny,4.14,1967,1,1,Longman Schools Division (a Pearson Education Company),8,80
"A User's Guide to the Brain: Perception, Attention, and the Four Theaters of the Brain",John J. Ratey,4.03,2002,8,1,Vintage,78,416
"Curtain (Hercule Poirot, #42)",Agatha Christie,4.09,2000,1,9,Berkley,988,215
The Mastery of Love: A Practical Guide to the Art of Relationship --Toltec Wisdom Book,Miguel Ruiz,4.27,2002,1,11,Amber-Allen Publishing,965,240
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber,4.01,1995,1,1,Harper Business,1651,269
The King of Lies,John Hart,3.89,2007,3,4,Minotaur Books,1033,400
The Rule of Saint Benedict,Benedict of Nursia,4.04,1998,24,3,Vintage,102,112
Looking for Alibrandi,Melina Marchetta,3.88,2006,9,5,Knopf Books for Young Readers,1038,313
Christ Recrucified,Nikos Kazantzakis,4.29,1962,1,1,Faber and Faber Ltd,102,470
Winter,John Marsden,3.62,2004,1,1,Scholastic Paperbacks,75,160
Girlbomb: A Halfway Homeless Memoir,Janice Erlbaum,3.72,2007,6,3,Villard,280,252
The Book of Lies,James Moloney,3.92,2007,3,4,HarperCollins,105,368
Crossfire,James Moloney,2.69,1998,1,9,University of Queensland Pr (Australia),1,144
The Fixer: A Story from Sarajevo,Joe Sacco,3.87,2004,5,8,Jonathan Cape,15,112
The Rabbi's Cat,Joann Sfar,4.02,2005,16,8,Pantheon,416,142
A Man,Oriana Fallaci,4.35,1980,1,1,Simon & Schuster,91,463
The Butcher Boy,Patrick McCabe,3.84,1994,1,8,Delta,378,231
Best Friends,Marcia Leonard,2.78,1999,1,8,First Avenue Editions (Tm),1,32
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,4.31,2002,1,10,HarperTorch,71,894
Walking with the Wind,Abbas Kiarostami,3.75,2002,28,2,Harvard University Press,17,240
"Mr. Darcy Takes a Wife: Pride and Prejudice Continues (Darcy & Elizabeth, #1)",Linda Berdoll,3.41,2004,1,5,Sourcebooks Landmark,1355,465
Savushun: A Novel About Modern Iran,Simin Daneshvar,3.91,2001,1,10,Mage Publishers,30,324
Masnavi I Ma'navi: The Spiritual Couplets of Maulana Jalalu-'d-Din Muhammad Rumi,Rumi,4.44,2001,27,7,Routledge,15,483
A Mansion in the Sky: And Other Short Stories,Goli Taraghi,3.88,2003,1,10,"Center for Middle Eastern Studies, the University of Texas at Austin",5,160
Endgame,Nancy Garden,3.75,2006,1,4,HMH Books for Young Readers,116,304
"Through the Looking-Glass and What Alice Found There (Alice's Adventures in Wonderland, #2)",Lewis Carroll,4.07,1993,23,4,Books of Wonder,1830,228
"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",Trenton Lee Stewart,4.17,2007,7,3,"Little, Brown and Company",8117,485
The Thief,Ruth Rendell,3.19,2006,2,3,Arrow,31,86
The Missing Piece,Antoine Bello,3.51,2003,1,4,Mariner Books,4,256
Scribbling the Cat,Alexandra Fuller,3.79,2005,3,6,Picador USA,303,272
The Singularity is Near: When Humans Transcend Biology,Ray Kurzweil,3.94,2006,26,9,Penguin,731,652
The Bridges of Madison County,Robert James Waller,3.61,1995,1,9,Grand Central Publishing,3436,224
"Cocaine Blues (Phryne Fisher, #1)",Kerry Greenwood,3.81,2007,18,4,Poisoned Pen Press,1618,250
Yo!,Julia Alvarez,3.8,1999,1,9,Plume,5,416
Fantasy Lover (Hunter Legends Series #1),Sherrilyn Kenyon,4.17,2002,18,2,St. Martin's Press,2874,337
What Got You Here Won't Get You There: How Successful People Become Even More Successful,Marshall Goldsmith,3.98,2007,9,1,Hyperion,642,256
The Wave,Walter Mosley,3.27,2007,1,1,Grand Central Publishing,97,240
Cicero: The Life and Times of Rome's Greatest Politician,Anthony Everitt,3.98,2003,6,5,Random House,309,364
"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",Keith Ferrazzi,3.86,2005,22,2,Crown Business,1207,309
Beat to Quarters,C.S. Forester,4.28,1985,30,9,Back Bay Books,227,324
"Mary, Mary (Alex Cross, #11)",James Patterson,3.95,2006,1,10,Warner Vision,1157,413
Zeno's Conscience,Italo Svevo,3.83,2003,4,2,Vintage,260,437
Hornblower and the Hotspur,C.S. Forester,4.28,1998,1,11,Back Bay Books,246,394
Mr. Midshipman Hornblower,C.S. Forester,4.14,1998,1,6,Little Brown and Company,636,310
"City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)",Michael Connelly,4.08,2006,2,10,Grand Central Publishing,1366,416
"Void Moon (Cassie Black, #1; Harry Bosch Universe, #12)",Michael Connelly,3.97,2004,1,5,Grand Central Publishing,698,416
"The Vendetta Defense (Rosato & Associates, #6)",Lisa Scottoline,4.02,2002,5,3,HarperTorch,262,528
"Ashes to Ashes (Kovac and Liska, #1)",Tami Hoag,4.05,2009,23,6,Bantam Books,659,566
Amadeus,Peter Shaffer,4.2,2001,7,8,Harper Perennial,213,160
Design Patterns: Elements of Reusable Object-Oriented Software,Erich Gamma,4.18,1994,10,11,Addison-Wesley Professional,299,416
The Algebra of Infinite Justice,Arundhati Roy,3.99,2002,1,1,Flamingo,97,251
"Rabbit Is Rich (Rabbit Angstrom, #3)",John Updike,3.91,1997,30,10,Penguin Books Ltd,450,480
Beyond the Pleasure Principle and Other Writings,Sigmund Freud,3.97,2003,29,7,Penguin,35,496
Just One Look,Harlan Coben,4.01,2005,26,4,Dutton,1499,390
The Other Daughter,Lisa Gardner,3.99,2004,27,7,Bantam,12,416
"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,3.82,1990,1,11,Pocket,187,411
The Currents of Space (Galactic Empire #2),Isaac Asimov,3.83,1991,1,12,Spectra,342,304
The Lords of Discipline,Pat Conroy,4.3,1997,24,2,Bantam,1109,512
Tales of a Female Nomad: Living at Large in the World,Rita Golden Gelman,3.86,2002,28,5,Broadway Books,1212,312
Founding Mothers: The Women Who Raised Our Nation,Cokie Roberts,3.6,2005,15,2,Harper Perennial,1006,384
Sabine's Notebook (Griffin & Sabine #2),Nick Bantock,4.18,1992,1,9,Chronicle Books,372,48
"Dead Ringer (Rosato & Associates, #8)",Lisa Scottoline,3.94,2004,25,5,HarperTorch,11,432
Dialectic of Enlightenment: Philosophical Fragments,Theodor W. Adorno,4.08,2007,13,3,Stanford University Press,135,304
Homo Sacer: Sovereign Power and Bare Life,Giorgio Agamben,4.03,1998,1,4,Stanford University Press,104,208
"Times Square Red, Times Square Blue",Samuel R. Delany,4.13,1999,1,4,New York University Press,85,203
Dhalgren,Samuel R. Delany,3.77,2001,15,5,Vintage,720,801
Economic & Philosophic Manuscripts of 1844,Karl Marx,4.12,1988,1,3,Prometheus Books,67,243
"Princess Academy (Princess Academy, #1)",Shannon Hale,4.02,2007,17,4,Bloomsbury Children's Books,7333,314
The Mystery of Capital: Why Capitalism Triumphs in the West and Fails Everywhere Else,Hernando de Soto,3.99,2003,9,7,Basic Books,229,288
The Ugly American,William J. Lederer,4.01,1999,17,1,W. W. Norton  Company,338,288
A Man in Full,Tom Wolfe,3.83,2001,30,10,Dial Press Trade Paperback,780,704
Dos crímenes,Jorge Ibargüengoitia,4.22,2008,1,1,Joaquin Mortiz,156,211
Lost in the Forest,Sue Miller,3.36,2006,25,7,Ballantine Books,293,272
Fiasco: The American Military Adventure in Iraq,Thomas E. Ricks,4.11,2006,1,8,Penguin Audiobooks,3,1
Lifeguard,James Patterson,3.78,2006,1,8,Grand Central Publishing,803,432
"Hard Truth (Anna Pigeon, #13)",Nevada Barr,3.82,2006,7,2,Berkley Books,421,322
"Ill Wind (Weather Warden, #1)",Rachel Caine,3.72,2003,2,12,Ace Books,1171,337
Black White and Jewish,Rebecca Walker,3.77,2002,8,1,Riverhead Books,185,336
Master of the Senate,Robert A. Caro,4.42,2003,25,4,Vintage,702,1167
Rubaiyat of Omar Khayyam,Omar Khayyám,4.18,2003,10,8,Kessinger Publishing,4,160
Rubáiyát of Omar Khayyám,Omar Khayyám,4.18,2005,30,6,Dodo Press,199,52
"The Adventures of Ibn Battuta: A Muslim Traveler of the Fourteenth Century, Revised Edition, with a New Preface",Ross E. Dunn,3.82,2004,9,12,University of California Press,52,379
The Cat Who Went Underground (Cat Who... #9),Lilian Jackson Braun,3.89,1989,1,9,Jove Books,169,281
"Mistress of the Art of Death (Mistress of the Art of Death, #1)",Ariana Franklin,3.96,2007,6,2,G.P. Putnam's Sons,2525,384
Devil in the Details: Scenes from an Obsessive Girlhood,Jennifer Traig,3.56,2006,9,2,Back Bay Books,460,242
A Cook's Tour: Global Adventures in Extreme Cuisines,Anthony Bourdain,4.02,2002,5,11,HarperCollins ECCO,879,277
The Virgin in the Garden,A.S. Byatt,3.7,1992,15,1,Vintage,198,428
Territorio comanche,Arturo Pérez-Reverte,3.85,1995,2,1,"Círculo de Lectores, S.A.",60,128
Der Steppenwolf,Hermann Hesse,4.13,1974,30,4,Suhrkamp,82,278
Too Loud a Solitude,Bohumil Hrabal,4.06,2007,1,8,Abacus,567,98
I Served the King of England,Bohumil Hrabal,4.11,1990,27,11,Vintage International,11,241
La Nausée,Jean-Paul Sartre,3.92,1972,1,3,,78,250
The Cherry Orchard,Anton Chekhov,3.68,2004,5,2,Bloomsbury Methuen Drama,591,96
Plays: Ivanov / The Seagull / Uncle Vanya / Three Sisters / The Cherry Orchard,Anton Chekhov,4.18,2002,25,7,Penguin Classics,23,359
"The Adventures of Tintin, Vol. 5: Land of Black Gold / Destination Moon / Explorers on the Moon",Hergé,4.31,1995,1,4,"Little, Brown Books for Young Readers",36,192
"The Adventures of Tintin, Vol. 4: Red Rackham's Treasure / The Seven Crystal Balls / The Prisoners of the Sun",Hergé,4.35,1995,1,4,"Little, Brown Books for Young Readers",38,192
"The Adventures of Tintin, Vol. 6: The Calculus Affair / The Red Sea Sharks / Tintin in Tibet (3 Volumes in 1)",Hergé,4.37,1997,1,4,"Little, Brown Books for Young Readers",40,192
Tintin in the Land of the Soviets (Tintin #1),Hergé,3.64,2003,1,3,Last Gasp,333,120
"Tintin in Tibet (Tintin, #20)",Hergé,4.22,2008,20,6,Egmont,297,62
Ultramarathon Man: Confessions of an All-Night Runner,Dean Karnazes,3.98,2006,2,3,Tarcherperigee,1066,295
Die blinde Eule,Sadegh Hedayat,3.99,1997,1,6,Suhrkamp,5,171
"Mistaken Identity (Rosato & Associates, #4)",Lisa Scottoline,3.88,2000,2,2,HarperTorch,26,592
How Soon Is Never?,Marc Spitz,3.72,2003,23,9,Broadway Books,68,400
Agent to the Stars,John Scalzi,3.91,2005,1,8,Subterranean Press,1119,280
The Birthday Party & The Room,Harold Pinter,3.88,1994,20,1,Grove Press,30,120
Austerlitz,W.G. Sebald,4.04,2002,4,7,Penguin Books Ltd,891,415
Against All Enemies,Richard A. Clarke,3.91,2004,26,3,Free Press,161,336
Hollywood,Gore Vidal,3.64,2000,1,8,Vintage,68,448
City of Glass,Paul Karasik,3.93,2004,1,8,Picador,264,138
"J is for Judgment (Kinsey Millhone, #10)",Sue Grafton,4.02,1997,16,12,Ballantine Books,468,360
